PID 3249110 sees CUDA_VISIBLE_DEVICES = 0
→ torch.device is 0 Tesla V100-SXM2-16GB
[INFO 47:34] Using device: cuda
[INFO 47:34] #### config : {'seed': 0, 'dataset_name': 'algebra', 'load_params': True, 'save_params': False, 'embs_path': '../embs/', 'params_path': '../ckpt/', 'early_stopping': True, 'esc': 'error', 'verbose_early_stopping': False, 'disable_tqdm': False, 'valid_metric': 'rmse', 'learning_rate': 0.001, 'batch_size': 512, 'valid_batch_size': 10000, 'num_epochs': 100, 'eval_freq': 1, 'patience': 20, 'device': device(type='cuda'), 'lambda': 6.883708386254995e-06, 'tensorboard': False, 'flush_freq': True, 'pred_metrics': ['mi_acc', 'rmse', 'mae', 'mi_prec', 'mi_rec', 'mi_f_b', 'mi_auc', 'ma_prec', 'ma_rec', 'ma_f_b'], 'profile_metrics': ['meta_doa', 'pc-er', 'rm'], 'num_responses': 12, 'low_mem': False, 'n_query': 25, 'CDM': 'impact', 'i_fold': 3, 'num_inner_users_epochs': 3, 'num_inner_epochs': 10, 'inner_lr': 0.0001, 'inner_user_lr': 0.008921749543575398, 'meta_lr': 1.0, 'meta_trainer': 'Approx_GAP', 'num_workers': 0, 'pin_memory': False, 'debug': False} ####
[INFO 48:02] Random_cont_model
[INFO 48:03] compiling CDM model
[INFO 48:10] compiling selection model
[INFO 48:10] ⏳ Début de l'entraînement...
[INFO 48:10] ------- START Training
[INFO 48:10] train on cuda
[INFO 48:32] - meta_params: 1.0
[INFO 48:40] rmse : 0.48456433415412903
[INFO 48:40] valid_rmse : 2.919062376022339
[INFO 48:40] valid_loss : 4.5448713302612305
[INFO 48:58] - meta_params: 1.0
[INFO 49:05] rmse : 0.48692965507507324
[INFO 49:05] valid_rmse : 2.9333112239837646
[INFO 49:05] valid_loss : 4.548421382904053
[INFO 49:23] - meta_params: 1.0
[INFO 49:29] rmse : 0.4849952459335327
[INFO 49:29] valid_rmse : 2.9216580390930176
[INFO 49:29] valid_loss : 4.51431131362915
[INFO 49:47] - meta_params: 1.0
[INFO 49:53] rmse : 0.4852105677127838
[INFO 49:53] valid_rmse : 2.922955274581909
[INFO 49:53] valid_loss : 4.526375770568848
[INFO 50:11] - meta_params: 1.0
[INFO 50:17] rmse : 0.48542577028274536
[INFO 50:17] valid_rmse : 2.9242517948150635
[INFO 50:17] valid_loss : 4.518640995025635
[INFO 50:35] - meta_params: 1.0
[INFO 50:41] rmse : 0.4749853014945984
[INFO 50:41] valid_rmse : 2.8613572120666504
[INFO 50:41] valid_loss : 4.551082134246826
[INFO 50:59] - meta_params: 0.5
[INFO 51:06] rmse : 0.4877869188785553
[INFO 51:06] valid_rmse : 2.9384753704071045
[INFO 51:06] valid_loss : 4.525691509246826
[INFO 51:23] - meta_params: 0.5
[INFO 51:29] rmse : 0.47979873418807983
[INFO 51:29] valid_rmse : 2.8903539180755615
[INFO 51:29] valid_loss : 4.531059741973877
[INFO 51:46] - meta_params: 0.5
[INFO 51:53] rmse : 0.4873584806919098
[INFO 51:53] valid_rmse : 2.93589448928833
[INFO 51:53] valid_loss : 4.527368068695068
[INFO 52:10] - meta_params: 0.25
[INFO 52:16] rmse : 0.49395763874053955
[INFO 52:16] valid_rmse : 2.9756484031677246
[INFO 52:16] valid_loss : 4.555700778961182
[INFO 52:33] - meta_params: 0.25
[INFO 52:39] rmse : 0.48088595271110535
[INFO 52:39] valid_rmse : 2.8969032764434814
[INFO 52:39] valid_loss : 4.531746864318848
[INFO 52:56] - meta_params: 0.25
[INFO 53:02] rmse : 0.48132017254829407
[INFO 53:02] valid_rmse : 2.899519205093384
[INFO 53:02] valid_loss : 4.531918525695801
[INFO 53:19] - meta_params: 0.125
[INFO 53:25] rmse : 0.4815371334552765
[INFO 53:25] valid_rmse : 2.9008262157440186
[INFO 53:25] valid_loss : 4.527497291564941
[INFO 53:41] - meta_params: 0.125
[INFO 53:48] rmse : 0.4852105677127838
[INFO 53:48] valid_rmse : 2.922955274581909
[INFO 53:48] valid_loss : 4.50654411315918
[INFO 54:04] - meta_params: 0.125
[INFO 54:10] rmse : 0.48175397515296936
[INFO 54:10] valid_rmse : 2.902132511138916
[INFO 54:10] valid_loss : 4.5367431640625
[INFO 54:26] - meta_params: 0.125
[INFO 54:32] rmse : 0.4880009889602661
[INFO 54:32] valid_rmse : 2.939764976501465
[INFO 54:32] valid_loss : 4.52250862121582
[INFO 54:48] - meta_params: 0.125
[INFO 54:54] rmse : 0.4973294138908386
[INFO 54:54] valid_rmse : 2.9959604740142822
[INFO 54:54] valid_loss : 4.516583442687988
[INFO 55:10] - meta_params: 0.0625
[INFO 55:17] rmse : 0.49416905641555786
[INFO 55:17] valid_rmse : 2.976922035217285
[INFO 55:17] valid_loss : 4.553587913513184
[INFO 55:32] - meta_params: 0.0625
[INFO 55:39] rmse : 0.48023390769958496
[INFO 55:39] valid_rmse : 2.892975330352783
[INFO 55:39] valid_loss : 4.52639102935791
[INFO 55:54] - meta_params: 0.0625
[INFO 56:01] rmse : 0.48885640501976013
[INFO 56:01] valid_rmse : 2.944918155670166
[INFO 56:01] valid_loss : 4.5453081130981445
[INFO 56:16] - meta_params: 0.03125
[INFO 56:23] rmse : 0.47300204634666443
[INFO 56:23] valid_rmse : 2.849410057067871
[INFO 56:23] valid_loss : 4.503111839294434
[INFO 56:38] - meta_params: 0.03125
[INFO 56:45] rmse : 0.49056270718574524
[INFO 56:45] valid_rmse : 2.9551970958709717
[INFO 56:45] valid_loss : 4.5559587478637695
[INFO 56:59] - meta_params: 0.03125
[INFO 57:06] rmse : 0.49289923906326294
[INFO 57:06] valid_rmse : 2.9692726135253906
[INFO 57:06] valid_loss : 4.563617706298828
[INFO 57:21] - meta_params: 0.03125
[INFO 57:27] rmse : 0.4862857162952423
[INFO 57:27] valid_rmse : 2.9294321537017822
[INFO 57:27] valid_loss : 4.538349151611328
[INFO 57:42] - meta_params: 0.015625
[INFO 57:48] rmse : 0.4849952459335327
[INFO 57:48] valid_rmse : 2.9216580390930176
[INFO 57:48] valid_loss : 4.503566741943359
[INFO 58:03] - meta_params: 0.015625
[INFO 58:09] rmse : 0.48757272958755493
[INFO 58:09] valid_rmse : 2.937185287475586
[INFO 58:09] valid_loss : 4.552663326263428
[INFO 58:24] - meta_params: 0.015625
[INFO 58:30] rmse : 0.47870901226997375
[INFO 58:30] valid_rmse : 2.883789300918579
[INFO 58:30] valid_loss : 4.548162460327148
[INFO 58:45] - meta_params: 0.0078125
[INFO 58:51] rmse : 0.483917236328125
[INFO 58:51] valid_rmse : 2.9151642322540283
[INFO 58:51] valid_loss : 4.546655654907227
[INFO 59:06] - meta_params: 0.0078125
[INFO 59:12] rmse : 0.49162614345550537
[INFO 59:12] valid_rmse : 2.9616034030914307
[INFO 59:12] valid_loss : 4.540904521942139
[INFO 59:27] - meta_params: 0.0078125
[INFO 59:33] rmse : 0.4860708713531494
[INFO 59:33] valid_rmse : 2.92813777923584
[INFO 59:33] valid_loss : 4.525545120239258
[INFO 59:48] - meta_params: 0.00390625
[INFO 59:55] rmse : 0.4834853708744049
[INFO 59:55] valid_rmse : 2.912562608718872
[INFO 59:55] valid_loss : 4.511046409606934
[INFO 00:08] - meta_params: 0.00390625
[INFO 00:15] rmse : 0.47717922925949097
[INFO 00:15] valid_rmse : 2.8745737075805664
[INFO 00:15] valid_loss : 4.5004730224609375
[INFO 00:29] - meta_params: 0.00390625
[INFO 00:35] rmse : 0.4909883737564087
[INFO 00:35] valid_rmse : 2.957761287689209
[INFO 00:35] valid_loss : 4.521016597747803
[INFO 00:50] - meta_params: 0.00390625
[INFO 00:56] rmse : 0.48885640501976013
[INFO 00:56] valid_rmse : 2.944918155670166
[INFO 00:56] valid_loss : 4.563074111938477
[INFO 01:10] - meta_params: 0.00390625
[INFO 01:16] rmse : 0.48477983474731445
[INFO 01:16] valid_rmse : 2.920360565185547
[INFO 01:16] valid_loss : 4.554895401000977
[INFO 01:30] - meta_params: 0.001953125
[INFO 01:36] rmse : 0.4880009889602661
[INFO 01:36] valid_rmse : 2.939764976501465
[INFO 01:36] valid_loss : 4.529136657714844
[INFO 01:50] - meta_params: 0.001953125
[INFO 01:56] rmse : 0.4841330349445343
[INFO 01:56] valid_rmse : 2.91646409034729
[INFO 01:56] valid_loss : 4.553775787353516
[INFO 02:10] - meta_params: 0.001953125
[INFO 02:16] rmse : 0.4948027431964874
[INFO 02:16] valid_rmse : 2.9807393550872803
[INFO 02:16] valid_loss : 4.557478427886963
[INFO 02:30] - meta_params: 0.0009765625
[INFO 02:36] rmse : 0.48585593700408936
[INFO 02:36] valid_rmse : 2.9268429279327393
[INFO 02:36] valid_loss : 4.509729385375977
[INFO 02:51] - meta_params: 0.0009765625
[INFO 02:57] rmse : 0.48692965507507324
[INFO 02:57] valid_rmse : 2.9333112239837646
[INFO 02:57] valid_loss : 4.541686058044434
[INFO 03:10] - meta_params: 0.0009765625
[INFO 03:17] rmse : 0.49289923906326294
[INFO 03:17] valid_rmse : 2.9692726135253906
[INFO 03:17] valid_loss : 4.534092426300049
[INFO 03:17] -- END Training --
[INFO 03:17] ✅ Entraînement terminé en 907.21 secondes.
[INFO 03:17] train on cuda
[WARNING 03:29] Computing RM on meta and QUERY set
[INFO 03:32] RM: -0.01763708196767566
[WARNING 03:35] Computing RM on meta and QUERY set
[INFO 03:35] RM: -0.012555014891156138
[WARNING 03:39] Computing RM on meta and QUERY set
[INFO 03:39] RM: -0.008866722920726877
[WARNING 03:43] Computing RM on meta and QUERY set
[INFO 03:43] RM: -0.0045978786427853455
[WARNING 03:47] Computing RM on meta and QUERY set
[INFO 03:47] RM: -0.000758902270596157
[WARNING 03:51] Computing RM on meta and QUERY set
[INFO 03:51] RM: 0.0032014902914154117
[WARNING 03:55] Computing RM on meta and QUERY set
[INFO 03:55] RM: 0.007021086229280199
[WARNING 03:58] Computing RM on meta and QUERY set
[INFO 03:58] RM: 0.011902569062628633
[WARNING 04:02] Computing RM on meta and QUERY set
[INFO 04:02] RM: 0.02183669727915768
[WARNING 04:06] Computing RM on meta and QUERY set
[INFO 04:06] RM: 0.030803546498348183
[WARNING 04:10] Computing RM on meta and QUERY set
[INFO 04:10] RM: 0.038037829954433236
[WARNING 04:13] Computing RM on meta and QUERY set
[INFO 04:13] RM: 0.0450013691105824
[WARNING 04:17] Computing RM on meta and QUERY set
[INFO 04:17] RM: 0.05169769177821332
[WARNING 04:21] Computing RM on meta and QUERY set
[INFO 04:21] RM: 0.05837028828405479
[WARNING 04:25] Computing RM on meta and QUERY set
[INFO 04:25] RM: 0.06436983153623621
[WARNING 04:28] Computing RM on meta and QUERY set
[INFO 04:28] RM: 0.07038416591448521
[WARNING 04:32] Computing RM on meta and QUERY set
[INFO 04:32] RM: 0.07601266223395722
[WARNING 04:36] Computing RM on meta and QUERY set
[INFO 04:36] RM: 0.0853171554854941
[WARNING 04:40] Computing RM on meta and QUERY set
[INFO 04:40] RM: 0.09523218936557334
